current_part_number,proposed_part_number,confidence,reason,name,spec_frequency,url
CSX-750FBC25000000T,25.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,Citizen Finedevice Co Ltd XTAL OSC XO 25.0000MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/CSX-750FBC25000000T
ASV-125.000MHZ-EC-T,125.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,Abracon LLC XTAL OSC XO 125.0000MHZ HCMOS,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ASV-125.000MHZ-EC-T
ECS-3963-250-AU-TR,25.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,ECS Inc. XTAL OSC XO 25.0000MHZ HCMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-3963-250-AU-TR
ECS-TXO-32CSMV-400-BN-TR,40.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,ECS Inc. XTAL OSC TCXO 40.0000MHZ CLPSNW,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-TXO-32CSMV-400-BN-TR
ECS-TXO-3225MV-122.8-TR,12.288MHZ,LOW,name's part number and spec frequency disagree - verify manually,ECS Inc. XTAL OSC TCXO 12.288MHZ HCMOS,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-TXO-3225MV-122.8-TR
ECS-327KE-TR,32.7680KHZ,LOW,name's part number and spec frequency disagree - verify manually,ECS Inc. XTAL OSC XO 32.7680KHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-327KE-TR
ECS-2520S33-160-FN-TR,16.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,ECS Inc. XTAL OSC XO 16.0000MHZ HCMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-2520S33-160-FN-TR
ECS-2520S33-240-FN-TR,24.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,ECS Inc. XTAL OSC XO 24.0000MHZ HCMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-2520S33-240-FN-TR
ECS-2520S33-500-FN-TR,50.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,ECS Inc. XTAL OSC XO 50.0000MHZ HCMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-2520S33-500-FN-TR
ECS-2520S33-250-EN-TR,25.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,ECS Inc. XTAL OSC XO 25.0000MHZ HCMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-2520S33-250-EN-TR
ECS-2520S33-120-FN-TR,12.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,ECS Inc. XTAL OSC XO 12.0000MHZ HCMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-2520S33-120-FN-TR
TXEABLSANF-24.000000,24.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,Taitien XTAL OSC VCTCXO 24.0000MHZ SNWV,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/TXEABLSANF-24.000000
ECS-TXO-2520-33-320-AN-TR,32.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,ECS Inc. XTAL OSC TCXO 32.0000MHZ HCMOS,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-TXO-2520-33-320-AN-TR
ASCO2-24.000MHZ-EK-T3,24.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,Abracon LLC XTAL OSC XO 24.0000MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ASCO2-24.000MHZ-EK-T3
ASCO-25.000MHZ-EK-T3,25.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,Abracon LLC XTAL OSC XO 25.0000MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ASCO-25.000MHZ-EK-T3
MC2016K24.0000C16ESH,24.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,KYOCERA AVX XTAL OSC XO 24.0000MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/MC2016K24.0000C16ESH
ASCO-24.000MHZ-EK-T3,24.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,Abracon LLC XTAL OSC XO 24.0000MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ASCO-24.000MHZ-EK-T3
ASCO-8.000MHZ-EK-T3,8.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,Abracon LLC XTAL OSC XO 8.0000MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ASCO-8.000MHZ-EK-T3
TXETDDSANF-30.000000,30.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,Taitien XTAL OSC TCXO 30.0000MHZ SNWV,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/TXETDDSANF-30.000000
MC2016K25.0000C16ESH,25.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,KYOCERA AVX XTAL OSC XO 25.0000MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/MC2016K25.0000C16ESH
TXETBLSANF-40.000000,40.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,Taitien XTAL OSC TCXO 40.0000MHZ SNWV,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/TXETBLSANF-40.000000
TXEABLSANF-26.000000,26.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,Taitien XTAL OSC VCTCXO 26.0000MHZ SNWV,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/TXEABLSANF-26.000000
ECS-2520SMV-192-FP-TR,19.2000MHZ,LOW,name's part number and spec frequency disagree - verify manually,ECS Inc. XTAL OSC XO 19.2000MHZ HCMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-2520SMV-192-FP-TR
ECS-2520SMV-250-FP-TR,25.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,ECS Inc. XTAL OSC XO 25.0000MHZ HCMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-2520SMV-250-FP-TR
SG5032CAN 25.000000M-TJGA3,25.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,EPSON XTAL OSC XO 25.0000MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/SG5032CAN-25.000000M-TJGA3
SG5032CAN 50.000000M-TJGA3,50.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,EPSON XTAL OSC XO 50.0000MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/SG5032CAN-50.000000M-TJGA3
SG5032CAN 24.000000M-TJGA3,24.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,EPSON XTAL OSC XO 24.0000MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/SG5032CAN-24.000000M-TJGA3
ECS-TXO-3225-250-TR,25.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,ECS Inc. XTAL OSC TCXO 25.0000MHZ HCMOS,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-TXO-3225-250-TR
357LB3I027M0000,27.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,CTS-Frequency Controls XTAL OSC VCXO 27.0000MHZ HCMOS,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/357LB3I027M0000
SG-210STF 25.0000ML3,25.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,EPSON XTAL OSC XO 25.0000MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/SG-210STF-25.0000ML3
SG-210STF 16.0000ML,16.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,EPSON XTAL OSC XO 16.0000MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/SG-210STF-16.0000ML
SG-210STF 27.0000ML,27.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,EPSON XTAL OSC XO 27.0000MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/SG-210STF-27.0000ML
ECS-TXO-3225-122.8-TR,12.2880MHZ,LOW,name's part number and spec frequency disagree - verify manually,ECS Inc. XTAL OSC TCXO 12.2880MHZ HCMOS,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-TXO-3225-122.8-TR
MAX7375AXR105+T,1.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,Analog Devices Inc./Maxim Integrated MEMS OSC XO 1.0000MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/MAX7375AXR105-T
MAX7375AXR805+T,8.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,Analog Devices Inc./Maxim Integrated MEMS OSC XO 8.0000MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/MAX7375AXR805-T
ASDDV-25.000MHZ-LR-T,25.000MHZ,LOW,name's part number and spec frequency disagree - verify manually,Abracon LLC OSC XO 25.000MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ASDDV-25.000MHZ-LR-T
SG-210STF 25.0000MS3,25.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,EPSON XTAL OSC XO 25.0000MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/SG-210STF-25.0000MS3
ECS-TXO-3225-160-TR,16.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,ECS Inc. XTAL OSC TCXO 16.0000MHZ HCMOS,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-TXO-3225-160-TR
ECS-TXO-2520-33-240-AN-TR,24.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,ECS Inc. XTAL OSC TCXO 24.0000MHZ HCMOS,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-TXO-2520-33-240-AN-TR
ASDMB-24.000MHZ-LC-T,24.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,Abracon LLC MEMS OSC XO 24.0000MHZ LVCMOS,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ASDMB-24.000MHZ-LC-T
ECS-TXO-2520-33-250-AN-TR,25.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,ECS Inc. XTAL OSC TCXO 25.0000MHZ HCMOS,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-TXO-2520-33-250-AN-TR
ASDMB-33.333MHZ-LC-T,33.3330MHZ,LOW,name's part number and spec frequency disagree - verify manually,Abracon LLC MEMS OSC XO 33.3330MHZ LVCMOS,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ASDMB-33.333MHZ-LC-T
ASH7KW-32.768KHZ-L-T,32.7680KHZ,LOW,name's part number and spec frequency disagree - verify manually,Abracon LLC XTAL OSC XO 32.7680KHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ASH7KW-32.768KHZ-L-T
TYETBLSANF-40.000000,40.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,Taitien XTAL OSC TCXO 40.0000MHZ SNWV,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/TYETBLSANF-40.000000
FT5HNBPK25.0-T1,25.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,Fox Electronics XTAL OSC TCXO 25.0000MHZ HCMOS,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/FT5HNBPK25.0-T1
FT5HNBPK20.0-T1,20.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,Fox Electronics XTAL OSC TCXO 20.0000MHZ HCMOS,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/FT5HNBPK20.0-T1
TYETBCSANF-32.000000,32.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,Taitien XTAL OSC TCXO 32.0000MHZ SNWV,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/TYETBCSANF-32.000000
TYETBLSANF-38.400000,38.4000MHZ,LOW,name's part number and spec frequency disagree - verify manually,Taitien XTAL OSC TCXO 38.4000MHZ SNWV,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/TYETBLSANF-38.400000
TXETALSANF-26.000000,26.0000MHZ,LOW,name's part number and spec frequency disagree - verify manually,Taitien XTAL OSC TCXO 26.0000MHZ SNWV,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/TXETALSANF-26.000000
COM1305-50.000-EXT-T-TR,,MANUAL_PARSE,could not parse a part number from the name,Raltron Electronics XTAL OSC XO 50MHZ HCMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/COM1305-50.000-EXT-T-TR
ECS-2520MVLC-250-BP-TR,,MANUAL_PARSE,could not parse a part number from the name,ECS Inc. XTAL OSC XO 25MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-2520MVLC-250-BP-TR
ECS-2520MVLC-080-BN-TR,,MANUAL_PARSE,could not parse a part number from the name,ECS Inc. XTAL OSC XO 8.0MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-2520MVLC-080-BN-TR
ECS-2520MVLC-250-BN-TR,,MANUAL_PARSE,could not parse a part number from the name,ECS Inc. XTAL OSC XO 25MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-2520MVLC-250-BN-TR
ECS-2520MVLC-100-BN-TR,,MANUAL_PARSE,could not parse a part number from the name,ECS Inc. XTAL OSC XO 10MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-2520MVLC-100-BN-TR
ECS-2520MVLC-160-BN-TR,,MANUAL_PARSE,could not parse a part number from the name,ECS Inc. XTAL OSC XO 16MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-2520MVLC-160-BN-TR
ECS-2016MVQ-240-BS-TR,,MANUAL_PARSE,could not parse a part number from the name,ECS Inc. OSC XO 24MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-2016MVQ-240-BS-TR
ECS-2016MVQ-250-BS-TR,,MANUAL_PARSE,could not parse a part number from the name,ECS Inc. OSC XO 25MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-2016MVQ-250-BS-TR
ECS-TXO-2016-33-250-TR,,MANUAL_PARSE,could not parse a part number from the name,ECS Inc. XTAL OSC TCXO 25MHZ 3.3V SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-TXO-2016-33-250-TR
ECS-TXO-2520MV-500-AN-TR,,MANUAL_PARSE,could not parse a part number from the name,ECS Inc. XTAL OSC TCXO 50MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-TXO-2520MV-500-AN-TR
ECS-TXO-2520MV-120-AN-TR,,MANUAL_PARSE,could not parse a part number from the name,ECS Inc. XTAL OSC TCXO 12MHZ CMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-TXO-2520MV-120-AN-TR
ECS-TXO-25CSMV-320-BM-TR,,MANUAL_PARSE,could not parse a part number from the name,ECS Inc. XTAL OSC TCXO 32MHZ CLPSNW SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-TXO-25CSMV-320-BM-TR
ECS-TXO-2016-33-320-TR,,MANUAL_PARSE,could not parse a part number from the name,ECS Inc. XTAL OSC TCXO 32MHZ 3.3V SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-TXO-2016-33-320-TR
ECS-2520SMV-080-FN-TR,,MANUAL_PARSE,could not parse a part number from the name,ECS Inc. XTAL OSC XO 8MHZ HCMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-2520SMV-080-FN-TR
ECS-TXO-2016MV-500-TR,,MANUAL_PARSE,could not parse a part number from the name,ECS Inc. XTAL OSC TCXO 50 MHZ HCMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-TXO-2016MV-500-TR
ECS-TXO-2016MV-200-TR,,MANUAL_PARSE,could not parse a part number from the name,ECS Inc. XTAL OSC TCXO 20 MHZ HCMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-TXO-2016MV-200-TR
ECS-TXO-2016-33-500-TR,,MANUAL_PARSE,could not parse a part number from the name,ECS Inc. XTAL OSC TCXO 50MHZ 3.3V SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-TXO-2016-33-500-TR
ECS-3225SMV-120-FP-TR,,MANUAL_PARSE,could not parse a part number from the name,ECS Inc. XTAL OSC XO 12MHZ HCMOS SMD,,https://songglow.com/components/crystals-oscillators-resonators-oscillators/ECS-3225SMV-120-FP-TR
CM8V-T1A-32.768KHZ-6PF-20PPM-TA-QC,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (12MHz) contradicts the part number,Micro Crystal CM8V-T1A-32.768KHZ-6PF-20PPM-TA-QC 12MHz 18pF 3225 SMD Crystal,12MHz,https://songglow.com/components/crystals/CM8V-T1A-32.768KHZ-6PF-20PPM-TA-QC
ABM8G-12.000MHZ-18-D2Y-T,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (32.768kHz) contradicts the part number,Abracon ABM8G-12.000MHZ-18-D2Y-T 32.768KHZ-7PF-20PPM-TA-QC 32.768kHz 7pF 3215 SMD Crystal,32.768kHz,https://songglow.com/components/crystals/ABM8G-12.000MHZ-18-D2Y-T
ABM8G-25.000MHZ-18-D2Y-T,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (24MHz) contradicts the part number,Abracon ABM8G-25.000MHZ-18-D2Y-T 24MHz 30pF 3225 SMD Crystal,24MHz,https://songglow.com/components/crystals/ABM8G-25.000MHZ-18-D2Y-T
ABM8G-16.000MHZ-18-D2Y-T,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (24MHz) contradicts the part number,Abracon ABM8G-16.000MHZ-18-D2Y-T 24MHz 8pF 3225 SMD Crystal,24MHz,https://songglow.com/components/crystals/ABM8G-16.000MHZ-18-D2Y-T
ABM8-25.000MHZ-D2Y-T,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (32.768kHz) contradicts the part number,Abracon ABM8-25.000MHZ-D2Y-T 32.768KHZ-6PF-20PPM-TA-QC 32.768kHz 6pF 3215 SMD Crystal,32.768kHz,https://songglow.com/components/crystals/ABM8-25.000MHZ-D2Y-T
CM7V-T1A-32.768KHZ-6PF-20PPM-TA-QC,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (25MHz) contradicts the part number,Micro Crystal CM7V-T1A-32.768KHZ-6PF-20PPM-TA-QC 25MHz 18pF 3225 SMD Crystal,25MHz,https://songglow.com/components/crystals/CM7V-T1A-32.768KHZ-6PF-20PPM-TA-QC
ABM3-10.000MHZ-D2Y-T,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (25MHz) contradicts the part number,Abracon ABM3-10.000MHZ-D2Y-T 25MHz 20pF HC-49US SMD Crystal,25MHz,https://songglow.com/components/crystals/ABM3-10.000MHZ-D2Y-T
ABM10W-40.0000MHZ-8-B1U-T3,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (32.768kHz) contradicts the part number,Abracon ABM10W-40.0000MHZ-8-B1U-T3 32.768kHz 12.5pF 3215 SMD Crystal,32.768kHz,https://songglow.com/components/crystals/ABM10W-40.0000MHZ-8-B1U-T3
ABM8W-16.0000MHZ-8-K1Z-T3,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (32MHz) contradicts the part number,Abracon ABM8W-16.0000MHZ-8-K1Z-T3 32MHz 10pF 3225 SMD Crystal,32MHz,https://songglow.com/components/crystals/ABM8W-16.0000MHZ-8-K1Z-T3
ABM3-24.000MHZ-D2Y-T,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (32.768kHz) contradicts the part number,Abracon ABM3-24.000MHZ-D2Y-T 32.768kHz 7pF 3215 SMD Crystal,32.768kHz,https://songglow.com/components/crystals/ABM3-24.000MHZ-D2Y-T
CM9V-T1A-32.768KHZ-7PF-20PPM-TA-QC,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (32MHz) contradicts the part number,Micro Crystal CM9V-T1A-32.768KHZ-7PF-20PPM-TA-QC 32MHz 12pF 3225 SMD Crystal,32MHz,https://songglow.com/components/crystals/CM9V-T1A-32.768KHZ-7PF-20PPM-TA-QC
CM7V-T1A-32.768KHZ-7PF-20PPM-TB-QA,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (25MHz) contradicts the part number,Micro Crystal CM7V-T1A-32.768KHZ-7PF-20PPM-TB-QA 25MHz 8pF 3225 SMD Crystal,25MHz,https://songglow.com/components/crystals/CM7V-T1A-32.768KHZ-7PF-20PPM-TB-QA
ABM3-25.000MHZ-D2Y-T,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (32.768kHz) contradicts the part number,Abracon ABM3-25.000MHZ-D2Y-T 32.768kHz 7pF 3215 SMD Crystal,32.768kHz,https://songglow.com/components/crystals/ABM3-25.000MHZ-D2Y-T
ABM8-27.120MHZ-10-D1G-T,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (32.768kHz) contradicts the part number,Abracon ABM8-27.120MHZ-10-D1G-T 32.768kHz 7pF 3215 SMD Crystal,32.768kHz,https://songglow.com/components/crystals/ABM8-27.120MHZ-10-D1G-T
ABM8W-25.0000MHZ-8-D1X-T3,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (32MHz) contradicts the part number,Abracon ABM8W-25.0000MHZ-8-D1X-T3 32MHz 10pF 2016 SMD Crystal,32MHz,https://songglow.com/components/crystals/ABM8W-25.0000MHZ-8-D1X-T3
ABS25-32.768KHZ-T,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (25MHz) contradicts the part number,Abracon ABS25-32.768KHZ-T 25MHz 18pF 3225 SMD Crystal,25MHz,https://songglow.com/components/crystals/ABS25-32.768KHZ-T
ABM8-25.000MHZ-B2-T,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (12MHz) contradicts the part number,Abracon ABM8-25.000MHZ-B2-T 12MHz 12pF HC-49S SMD Crystal,12MHz,https://songglow.com/components/crystals/ABM8-25.000MHZ-B2-T
CM8V-T1A-32.768KHZ-12.5PF-20PPM-TB-QA,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (25MHz) contradicts the part number,Micro Crystal CM8V-T1A-32.768KHZ-12.5PF-20PPM-TB-QA 25MHz 12pF HC-49S SMD Crystal,25MHz,https://songglow.com/components/crystals/CM8V-T1A-32.768KHZ-12.5PF-20PPM-TB-QA
CM7V-T1A-32.768KHZ-12.5PF-20PPM-TB-QA,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (20MHz) contradicts the part number,Micro Crystal CM7V-T1A-32.768KHZ-12.5PF-20PPM-TB-QA 18pF HC-49S SMD Crystal,20MHz,https://songglow.com/components/crystals/CM7V-T1A-32.768KHZ-12.5PF-20PPM-TB-QA
CM9V-T1A-32.768KHZ-9PF-20PPM-TA-QC,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (16MHz) contradicts the part number,Micro Crystal CM9V-T1A-32.768KHZ-9PF-20PPM-TA-QC 16MHz 10pF 2016 SMD Crystal,16MHz,https://songglow.com/components/crystals/CM9V-T1A-32.768KHZ-9PF-20PPM-TA-QC
ABM11-16.000MHZ-D2X-T3,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (32.768kHz) contradicts the part number,Abracon ABM11-16.000MHZ-D2X-T3 32.768kHz 12.5pF 3215 SMD Crystal,32.768kHz,https://songglow.com/components/crystals/ABM11-16.000MHZ-D2X-T3
ABM3-16.000MHZ-D2Y-T,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (12MHz) contradicts the part number,Abracon ABM3-16.000MHZ-D2Y-T 12MHz 12pF 2520 SMD Crystal,12MHz,https://songglow.com/components/crystals/ABM3-16.000MHZ-D2Y-T
ABM3-8.000MHZ-D2Y-T,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (24MHz) contradicts the part number,Abracon ABM3-8.000MHZ-D2Y-T 24MHz 10pF 3225 SMD Crystal,24MHz,https://songglow.com/components/crystals/ABM3-8.000MHZ-D2Y-T
ABM10-166-12.000MHZ-T3,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (25MHz) contradicts the part number,Abracon ABM10-166-12.000MHZ-T3 25MHz 12.5pF 3225 SMD Crystal,25MHz,https://songglow.com/components/crystals/ABM10-166-12.000MHZ-T3
ABM8-16.000MHZ-D1X-T,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (32MHz) contradicts the part number,Abracon ABM8-16.000MHZ-D1X-T 32MHz 8pF 2016 SMD Crystal,32MHz,https://songglow.com/components/crystals/ABM8-16.000MHZ-D1X-T
ABM3-20.000MHZ-D2Y-T,(part# OK - specs look wrong),MANUAL_SPECS,part_number matches name but spec frequency (12MHz) contradicts the part number,Abracon ABM3-20.000MHZ-D2Y-T 12MHz 18pF 3225 SMD Crystal,12MHz,https://songglow.com/components/crystals/ABM3-20.000MHZ-D2Y-T
